,pct_renter_occupied,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,renter_occupied_households,median_household_income,median_property_value,label_value,score
14406,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0019325375433933277
14413,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010007183908045978
14422,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
14429,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
14457,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.043887263094454135
14475,low,low,high,low,low,low,low,low,low,low,low,low,0,0.027323384500138593
14480,low,low,high,low,low,low,low,low,low,low,low,low,0,4.6417494209615593e-05
14490,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.22481990311502925
14497,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.6216648519711899
14503,low,low,high,low,low,low,low,low,low,low,low,low,0,0.03388754653541279
14511,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.11159142055597993
14524,med-low,med-high,med-low,low,low,low,low,low,low,low,low,low,0,0.0520491745542413
14533,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
14541,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.08397918390498745
14546,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011864102829415695
14552,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.003041605796991444
14568,med-low,med-high,med-low,low,low,low,low,low,low,low,med-low,low,0,0.015751979962252836
14583,low,med-low,med-high,low,low,low,low,low,low,low,med-low,low,0,0.05958858189614304
14593,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.7673334384323155
14600,low,low,high,low,low,low,low,low,low,low,low,low,0,0.05760283690428837
14608,low,low,high,low,low,low,low,low,low,low,med-low,low,0,0.031067397297655966
14624,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.08245668346214724
14633,low,low,high,low,low,low,low,low,low,low,low,low,0,0.04557059725923836
14644,high,med-high,low,low,low,low,low,low,low,med-low,low,low,0,0.25973391740527946
14651,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.34127449611871635
14659,low,high,low,low,low,low,low,low,low,low,low,low,0,0.05113530357529756
14665,med-high,med-high,low,low,low,low,low,low,low,low,low,low,1,0.09323939766652777
14676,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.6965893361226869
14682,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.15034574987640947
14693,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.06653845096163623
14703,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010423366533398419
14708,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.03459476322430431
14717,high,med-high,low,low,low,low,low,low,low,med-low,low,low,1,0.8625218333275224
14725,low,high,low,low,low,low,low,low,low,low,low,low,0,0.024377940244743598
14736,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014909090909090907
14746,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010656849194912794
14756,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.02850565827656802
14759,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014017469608796811
14768,med-high,med-high,low,low,low,low,low,low,low,low,low,low,1,0.492023515669187
14776,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010909090909090908
14786,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.016713952585111255
14817,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.4087993885959002
14830,low,high,low,low,low,low,low,low,low,low,low,low,0,0.011435755336617406
14842,low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.02821330475197839
14851,high,low,low,high,low,low,low,low,low,low,low,low,0,0.08934425229921579
14860,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.00015398171253711224
14875,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.02745509292880606
14882,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,1,0.1578583610750003
14889,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.2710974764262105
14896,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014777027027027028
14904,low,high,low,low,low,low,low,low,low,low,low,low,0,0.016178571428571428
14912,low,high,low,low,low,low,low,low,low,low,low,low,0,0.01806226475789219
14924,low,high,low,low,low,low,low,low,low,low,low,low,0,0.015560936315248351
14933,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.2309143603345621
14939,low,high,low,low,low,low,low,low,low,low,high,med-high,0,0.0
14951,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
14958,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.001697404537682288
14974,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
14981,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
14992,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.01
15001,med-low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.023814979175902366
15005,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.013000000000000001
15011,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.01
15018,low,high,low,low,low,low,low,low,low,low,high,med-high,0,0.0
15040,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.019184460260972716
15045,low,high,low,low,low,low,low,low,low,low,high,med-high,0,0.01
15059,low,med-high,low,low,low,low,low,low,low,low,high,med-low,0,0.01
15068,low,high,low,low,low,low,low,low,low,low,high,high,0,0.013084106984969056
15076,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
15084,low,high,low,low,low,low,low,low,low,low,high,med-high,0,0.01
15091,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.010013140604467806
15107,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,5.76036866359447e-06
15113,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.008325854109629171
15131,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.010007183908045978
15137,low,med-low,low,low,low,med-high,low,low,low,low,med-low,low,0,0.001481676347851281
15164,low,med-high,low,low,low,med-low,low,low,low,low,med-high,med-low,0,0.01
15183,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.013076923076923076
15192,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.013090063681390882
15199,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,4.5921011233875595e-05
15208,low,high,low,low,low,low,low,low,low,low,high,med-high,0,0.03666666666666667
15212,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
15218,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.0
15226,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,2.1568683781585282e-05
15236,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.0
15242,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.005162924266107209
15250,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,4.5921011233875595e-05
15255,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.004045921011233876
15276,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.03938461439938995
15283,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.09456328128706168
15299,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01212689499183777
15308,high,med-low,low,low,low,med-low,low,low,low,med-low,low,low,0,0.3860424722732392
15330,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.02
15338,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
15343,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.01
15359,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.011111111111111112
15368,low,med-high,low,low,low,med-low,low,low,low,low,med-low,med-low,0,0.0125
15375,low,high,low,low,low,low,low,low,low,low,low,low,0,0.011506190096433881
15389,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.004644786728076278
15397,med-low,med-high,low,low,low,med-low,low,low,low,low,med-low,med-low,0,0.09093614982612626
15405,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.04324899919501039
15416,low,med-high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
15424,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.011111111111111112
15434,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.011124251715578917
15450,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
15463,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.046332345924728686
15471,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
15484,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
15491,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
15505,low,high,low,low,low,low,low,low,low,low,low,low,0,0.030184221026625605
15515,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.07045734386340326
15522,low,med-high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.010013059348704025
15533,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.010007183908045978
15541,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.00700645595960297
15551,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0034826348482207043
15569,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.36271352867914997
15579,high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.09545066683270839
15588,low,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.11703519514973186
15596,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.2820485193965048
15618,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,1.314060446780552e-05
15626,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.01
15635,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0021651771395227682
15655,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.0471284962188627
15665,low,high,low,low,low,low,low,low,low,low,low,low,0,0.011331307115646052
15679,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.03304648267585855
15688,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.09449542452774835
15697,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,1,0.6263852330146392
15707,med-high,med-low,low,med-low,low,med-low,low,low,low,low,low,low,1,0.6409826802401625
15717,low,med-low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.09245484936032504
15724,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,1,0.8869860321902313
15729,high,low,low,low,low,high,low,low,low,low,med-low,low,0,0.032045339343752484
15738,low,high,low,low,low,low,low,low,low,low,low,low,0,0.021749327412051534
15744,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.05184340442423564
15754,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.17244054725022132
15761,low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.001705489919822195
15767,med-low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.011672542107324718
15778,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,1.1635809321643824e-05
15783,high,low,low,med-high,low,low,low,low,low,med-low,low,low,1,0.5238186456789397
15800,med-high,med-low,low,med-low,low,low,low,low,low,med-low,low,low,0,0.8401520881652459
15810,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.20939739221168543
15818,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.013096774594206727
15829,low,high,low,low,low,low,low,low,low,low,low,low,0,0.009032776816679626
15834,low,high,low,low,low,low,low,low,low,low,low,low,0,0.01
15837,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
15842,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010013059348704025
15860,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010077618667862451
15870,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014966038355253328
15880,low,high,low,low,low,low,low,low,low,low,low,low,0,0.00013155678746935848
15886,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014722222222222223
15891,low,high,low,low,low,low,low,low,low,low,low,low,0,0.03466416734823021
15899,med-high,med-low,low,med-low,low,med-low,low,low,low,med-low,med-low,low,0,0.16927466928305507
15917,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.24085646448672424
15926,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.26186220008142036
15937,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11303625897027385
15946,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.16396626549914153
15954,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
15960,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.01
15967,low,high,low,low,low,low,low,low,low,low,med-low,low,0,5.76036866359447e-06
15990,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.01
16003,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11860101502029204
16010,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.010005875440658049
16015,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
16022,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010013059348704025
16030,low,med-high,low,low,med-low,low,low,low,low,low,low,low,0,0.01973663679830089
16037,low,high,low,low,low,low,low,low,low,low,med-low,low,0,4.5921011233875595e-05
16047,low,high,low,low,low,low,low,low,low,low,med-low,low,0,5.906161570168111e-05
16060,low,high,low,low,low,low,low,low,low,low,low,low,0,0.023777027027027026
16069,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.06874191831204027
16078,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
16085,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010094112264386834
16103,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.05834964025074079
16119,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.030167732846443265
16128,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.029876801895044203
16138,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.007627858743239319
16158,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.03160174828315033
16165,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
16171,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
16178,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.002909090909090909
16188,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.4878042950741619
16194,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.0713769738795673
16201,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010127933993519847
16208,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0020976392860804142
16225,low,high,low,low,low,low,low,low,low,low,low,low,0,0.11253270531001164
16233,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0005546572176562849
16241,med-high,med-high,low,low,low,low,low,low,low,low,low,low,1,0.19344932148996372
16249,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.005068613900795147
16264,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.10362798038700101
16274,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.04724598196333012
16284,high,med-high,low,low,low,low,low,low,low,med-low,low,low,0,0.5554795767649542
16291,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01019731566295626
16307,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011441712033039233
16323,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.07739358714719512
16330,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.038320715375796184
16338,med-high,high,low,low,low,low,low,low,low,med-low,med-low,low,0,0.19567143879468624
16346,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0790435036041469
16355,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010013059348704025
16359,low,high,low,low,low,low,low,low,low,low,med-high,low,0,5.76036866359447e-06
16368,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.00018801284418827746
16376,low,high,low,low,low,low,low,low,low,low,med-high,low,0,5.76036866359447e-06
16384,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0016854863840342874
16389,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011666666666666667
16394,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
16402,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.04991986136816837
16413,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
16418,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.01644741294843713
16426,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,5.76036866359447e-06
16435,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.010013140604467806
16444,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.01
