,pct_renter_occupied,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,renter_occupied_households,median_household_income,median_property_value,label_value,score
40502,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.3495702005730659
40506,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.11822822328338548
40508,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40511,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.3495702005730659
40515,med-high,low,med-low,med-high,low,low,low,low,low,low,low,low,0,0.3495702005730659
40526,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40529,low,low,low,high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40541,med-high,low,med-high,low,low,low,low,med-low,low,low,low,low,1,0.5587188612099644
40546,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
40550,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
40582,med-low,low,low,high,low,low,low,low,low,low,low,low,1,0.11822822328338548
40631,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
40649,high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40650,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
40651,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
40655,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40658,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40663,low,med-low,med-low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40675,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
40676,med-high,med-high,low,low,med-low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40681,high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40690,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40691,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40692,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
40698,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
40700,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40701,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40705,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
40706,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40712,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
40715,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40720,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40723,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
40730,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40732,med-low,med-high,low,low,low,low,low,med-low,low,low,med-low,med-low,0,0.014148463266574256
40735,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40768,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40779,low,med-high,low,low,med-high,low,low,low,low,low,med-low,low,0,0.014148463266574256
40782,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
40784,low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
40789,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40801,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40804,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40818,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40819,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40829,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
40868,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40870,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40872,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40883,low,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
40887,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40891,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
40894,med-low,med-high,low,low,high,low,low,low,low,low,med-low,low,0,0.014148463266574256
40910,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40911,high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
40931,low,med-low,med-high,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40939,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
40940,med-high,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
40941,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
40949,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40951,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
40958,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
40981,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40982,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40988,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40989,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40996,low,high,low,low,low,low,low,low,low,low,med-high,med-high,0,0.014148463266574256
40997,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40998,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
41012,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.014148463266574256
41025,low,high,low,low,low,low,low,low,low,low,high,high,0,0.014148463266574256
41049,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41058,med-high,med-high,low,low,low,low,low,low,low,med-low,low,low,0,0.014148463266574256
41066,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41070,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
41077,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41099,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41107,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41119,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41120,med-high,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
41130,low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41132,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
41134,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41150,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41151,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41156,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41158,low,med-low,med-low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41178,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41189,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41193,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
41194,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41197,med-low,med-high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
41211,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41218,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
41222,high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
41224,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41235,med-high,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41241,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41253,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41257,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
41261,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41263,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41264,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
41275,med-high,low,low,low,low,high,low,low,low,low,low,low,0,0.014148463266574256
41279,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41346,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41347,high,low,low,low,low,med-high,low,low,low,low,low,low,0,0.014148463266574256
41349,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
41380,low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41383,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41385,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
41394,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41395,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41414,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41424,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
41429,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41450,low,med-low,med-low,low,low,low,low,med-low,low,low,med-low,low,0,0.014148463266574256
41458,med-low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
41478,high,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41483,low,med-high,low,low,low,med-low,low,med-low,low,low,med-low,low,0,0.014148463266574256
41490,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41526,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41552,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41556,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41588,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41595,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
41596,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41599,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41628,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.014148463266574256
41642,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41651,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41652,low,med-high,med-low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41654,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41681,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41683,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41690,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41707,med-low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
41719,low,high,low,low,low,low,low,low,low,low,high,med-high,0,0.014148463266574256
41728,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41737,high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41750,med-high,med-high,low,low,low,med-low,low,low,low,med-low,low,low,0,0.014148463266574256
41752,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41758,low,med-high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
41760,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41771,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41772,low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41787,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41794,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
41804,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
41805,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41806,high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
41808,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
41811,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
41812,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41813,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41818,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.11822822328338548
41821,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
41823,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
41824,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.014148463266574256
41825,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41827,low,low,high,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41829,med-low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
41836,high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
41837,low,med-low,low,low,low,med-high,low,low,low,low,med-low,low,0,0.014148463266574256
41838,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,1,0.014148463266574256
41841,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
41844,med-low,low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
41847,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41849,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41851,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
41853,high,high,low,low,low,low,low,low,low,med-low,low,low,0,0.014148463266574256
41864,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41866,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41880,med-high,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.11822822328338548
41885,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
41887,med-high,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41888,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41891,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41909,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
41914,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
41925,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41927,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
41930,med-low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
41989,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
42004,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
42030,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
42037,low,low,med-high,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
42061,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
42064,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
42070,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
42072,med-low,med-high,low,low,low,low,low,low,low,med-low,low,med-low,0,0.11822822328338548
42074,med-low,med-high,low,low,low,low,low,low,low,med-low,med-low,low,1,0.5587188612099644
42077,low,high,low,low,low,low,low,low,low,low,low,low,0,0.17674691720493246
42080,low,low,med-high,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
42088,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
42102,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
42104,low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
